sensor,time,value
velocity,09:55:18,105.239883423
acceleration,09:55:18,-23.112405777
rpm_scaled,09:55:18,21
temperature_inside,09:55:18,93.2571792603
temperature_outside,09:55:18,56.8785057068
temperature_electronics,09:55:18,142.246337891
velocity,09:55:20,64.8232421875
acceleration,09:55:20,-4.20652103424
rpm_scaled,09:55:20,14
temperature_inside,09:55:20,37.9860305786
temperature_outside,09:55:20,40.0019416809
temperature_electronics,09:55:20,141.966873169
velocity,09:55:22,66.6141357422
acceleration,09:55:22,-30.5494174957
rpm_scaled,09:55:22,18
temperature_inside,09:55:22,149.605438232
temperature_outside,09:55:22,2.91756701469
temperature_electronics,09:55:22,133.140792847
velocity,09:55:24,101.396499634
acceleration,09:55:24,20.9395427704
rpm_scaled,09:55:24,38
temperature_inside,09:55:24,1.39565479755
temperature_outside,09:55:24,88.7931213379
temperature_electronics,09:55:24,43.7391204834
velocity,09:55:26,75.1057052612
acceleration,09:55:26,-43.3061714172
rpm_scaled,09:55:26,45
temperature_inside,09:55:26,14.2902193069
temperature_outside,09:55:26,16.9591732025
temperature_electronics,09:55:26,88.0782699585
velocity,09:55:28,60.1326522827
acceleration,09:55:28,30.8098506927
rpm_scaled,09:55:28,10
temperature_inside,09:55:28,56.2031402588
temperature_outside,09:55:28,65.0242919922
temperature_electronics,09:55:28,25.3496398926
velocity,09:55:30,148.453109741
acceleration,09:55:30,34.085773468
rpm_scaled,09:55:30,25
temperature_inside,09:55:30,71.8610076904
temperature_outside,09:55:30,136.482650757
temperature_electronics,09:55:30,25.7373809814
velocity,09:55:32,34.1835403442
acceleration,09:55:32,45.1139297485
rpm_scaled,09:55:32,52
temperature_inside,09:55:32,113.194000244
temperature_outside,09:55:32,69.1570587158
temperature_electronics,09:55:32,108.295837402
velocity,09:55:34,30.0385150909
acceleration,09:55:34,1.26005935669
rpm_scaled,09:55:34,47
temperature_inside,09:55:34,2.02054238319
temperature_outside,09:55:34,113.408088684
temperature_electronics,09:55:34,82.6135864258
velocity,09:55:36,136.493591309
acceleration,09:55:36,3.69881510735
rpm_scaled,09:55:36,10
temperature_inside,09:55:36,10.4830703735
temperature_outside,09:55:36,71.247756958
temperature_electronics,09:55:36,89.6076202393
velocity,09:55:38,38.1900367737
acceleration,09:55:38,44.2750816345
rpm_scaled,09:55:38,13
temperature_inside,09:55:38,136.296157837
temperature_outside,09:55:38,39.0418586731
temperature_electronics,09:55:38,10.0580358505
velocity,09:55:40,81.1413879395
acceleration,09:55:40,-1.91387081146
rpm_scaled,09:55:40,34
temperature_inside,09:55:40,107.854621887
temperature_outside,09:55:40,78.8248519897
temperature_electronics,09:55:40,43.2096099854
velocity,09:55:42,27.3775577545
acceleration,09:55:42,-16.4629611969
rpm_scaled,09:55:42,26
temperature_inside,09:55:42,97.7124557495
temperature_outside,09:55:42,89.8440551758
temperature_electronics,09:55:42,85.4699783325
velocity,09:55:44,128.729660034
acceleration,09:55:44,-43.3132171631
rpm_scaled,09:55:44,11
temperature_inside,09:55:44,110.219696045
temperature_outside,09:55:44,18.5968818665
temperature_electronics,09:55:44,123.310676575
velocity,09:55:46,76.6498260498
acceleration,09:55:46,5.84574222565
rpm_scaled,09:55:46,6
temperature_inside,09:55:46,102.370109558
temperature_outside,09:55:46,84.0877304077
temperature_electronics,09:55:46,81.4165802002
velocity,09:55:48,144.815628052
acceleration,09:55:48,-8.82013893127
rpm_scaled,09:55:48,41
temperature_inside,09:55:48,126.002281189
temperature_outside,09:55:48,62.8534126282
temperature_electronics,09:55:48,102.394073486
velocity,09:55:50,97.2776870728
acceleration,09:55:50,-25.4962615967
rpm_scaled,09:55:50,22
temperature_inside,09:55:50,142.927978516
temperature_outside,09:55:50,52.3681106567
temperature_electronics,09:55:50,43.5714492798
velocity,09:55:52,93.9597320557
acceleration,09:55:52,-3.30836844444
rpm_scaled,09:55:52,29
temperature_inside,09:55:52,12.7760572433
temperature_outside,09:55:52,3.77286481857
temperature_electronics,09:55:52,51.6653709412
velocity,09:55:54,133.912963867
acceleration,09:55:54,-11.7419996262
rpm_scaled,09:55:54,4
temperature_inside,09:55:54,78.4473342896
temperature_outside,09:55:54,114.681266785
temperature_electronics,09:55:54,80.3031692505
velocity,09:55:56,90.296585083
acceleration,09:55:56,35.9510917664
rpm_scaled,09:55:56,27
temperature_inside,09:55:56,33.5129432678
temperature_outside,09:55:56,73.1753540039
temperature_electronics,09:55:56,19.9109745026
velocity,09:55:58,74.0968322754
acceleration,09:55:58,47.4655418396
rpm_scaled,09:55:58,44
temperature_inside,09:55:58,76.5583724976
temperature_outside,09:55:58,129.755523682
temperature_electronics,09:55:58,122.334915161
velocity,09:56:00,28.652765274
acceleration,09:56:00,-35.5029945374
rpm_scaled,09:56:00,18
temperature_inside,09:56:00,40.3665084839
temperature_outside,09:56:00,107.269104004
temperature_electronics,09:56:00,86.8004150391
velocity,09:56:02,30.4428215027
acceleration,09:56:02,-39.3241577148
rpm_scaled,09:56:02,44
temperature_inside,09:56:02,104.764701843
temperature_outside,09:56:02,21.9929180145
temperature_electronics,09:56:02,135.490264893
velocity,09:56:04,60.6676750183
acceleration,09:56:04,-17.1092891693
rpm_scaled,09:56:04,52
temperature_inside,09:56:04,92.3864517212
temperature_outside,09:56:04,8.05157661438
temperature_electronics,09:56:04,59.3665351868
velocity,09:56:06,73.2746963501
acceleration,09:56:06,-48.5459022522
rpm_scaled,09:56:06,41
temperature_inside,09:56:06,144.016113281
temperature_outside,09:56:06,83.0383758545
temperature_electronics,09:56:06,13.7042837143
velocity,09:56:08,149.519683838
acceleration,09:56:08,25.9634170532
rpm_scaled,09:56:08,13
temperature_inside,09:56:08,70.8432922363
temperature_outside,09:56:08,40.2345466614
temperature_electronics,09:56:08,74.0925750732
velocity,09:56:10,44.9920120239
acceleration,09:56:10,46.0427017212
