sensor,time,value
velocity,22:22:01,73.2706069946
acceleration,22:22:01,8.11993503571
rpm_scaled,22:22:01,44
temperature_inside,22:22:01,114.508094788
temperature_outside,22:22:01,57.9836349487
temperature_electronics,22:22:01,96.457901001
velocity,22:22:03,61.8712463379
acceleration,22:22:03,-9.21762752533
rpm_scaled,22:22:03,36
temperature_inside,22:22:03,124.167060852
temperature_outside,22:22:03,146.722015381
temperature_electronics,22:22:03,48.4581832886
velocity,22:22:05,87.737701416
acceleration,22:22:05,-11.9075803757
rpm_scaled,22:22:05,43
temperature_inside,22:22:05,86.9774246216
temperature_outside,22:22:05,39.5919456482
temperature_electronics,22:22:05,86.0439910889
velocity,22:22:07,111.36542511
acceleration,22:22:07,6.69215583801
rpm_scaled,22:22:07,42
temperature_inside,22:22:07,88.3491973877
temperature_outside,22:22:07,20.9313201904
temperature_electronics,22:22:07,76.0418243408
velocity,22:22:09,50.0636825562
acceleration,22:22:09,42.360584259
rpm_scaled,22:22:09,35
temperature_inside,22:22:09,136.919570923
temperature_outside,22:22:09,107.308532715
temperature_electronics,22:22:09,105.256477356
velocity,22:22:11,32.9135322571
acceleration,22:22:11,-15.5171327591
rpm_scaled,22:22:11,14
temperature_inside,22:22:11,13.3494386673
temperature_outside,22:22:11,72.8324356079
temperature_electronics,22:22:11,126.757110596
velocity,22:22:13,23.3610725403
acceleration,22:22:13,44.4630279541
rpm_scaled,22:22:13,28
temperature_inside,22:22:13,8.39887142181
temperature_outside,22:22:13,18.9716625214
temperature_electronics,22:22:13,99.3232879639
velocity,22:22:15,74.618637085
acceleration,22:22:15,20.1391868591
rpm_scaled,22:22:15,25
temperature_inside,22:22:15,35.512424469
temperature_outside,22:22:15,95.1701889038
temperature_electronics,22:22:15,43.9367599487
velocity,22:22:17,67.7607727051
acceleration,22:22:17,-2.99357867241
rpm_scaled,22:22:17,55
temperature_inside,22:22:17,66.7593994141
temperature_outside,22:22:17,11.9288244247
temperature_electronics,22:22:17,45.2736091614
velocity,22:22:19,39.0971603394
acceleration,22:22:19,7.98647928238
rpm_scaled,22:22:19,4
temperature_inside,22:22:19,117.011825562
temperature_outside,22:22:19,138.431488037
temperature_electronics,22:22:19,113.690963745
velocity,22:22:21,7.13437175751
acceleration,22:22:21,47.9326553345
rpm_scaled,22:22:21,54
temperature_inside,22:22:21,57.6939506531
temperature_outside,22:22:21,71.5896911621
temperature_electronics,22:22:21,130.564254761
velocity,22:22:23,41.3667984009
acceleration,22:22:23,46.9752082825
rpm_scaled,22:22:23,14
temperature_inside,22:22:23,13.9486713409
temperature_outside,22:22:23,99.6028213501
temperature_electronics,22:22:23,47.6987762451
velocity,22:22:25,91.9685974121
acceleration,22:22:25,-14.8392219543
rpm_scaled,22:22:25,30
temperature_inside,22:22:25,25.2114181519
temperature_outside,22:22:25,83.8599319458
temperature_electronics,22:22:25,136.123855591
velocity,22:22:27,98.3861923218
acceleration,22:22:27,-42.4101524353
rpm_scaled,22:22:27,55
temperature_inside,22:22:27,22.142988205
