sensor,time,value
velocity,22:25:49,26.0538864136
acceleration,22:25:49,-38.1408309937
rpm_scaled,22:25:49,5
temperature_inside,22:25:49,95.5092544556
temperature_outside,22:25:49,95.9763946533
temperature_electronics,22:25:49,120.950302124
velocity,22:25:51,72.8299179077
acceleration,22:25:51,-48.0724639893
rpm_scaled,22:25:51,12
temperature_inside,22:25:51,100.650398254
temperature_outside,22:25:51,53.5284118652
temperature_electronics,22:25:51,94.3067321777
velocity,22:25:53,65.7734832764
acceleration,22:25:53,24.9612960815
rpm_scaled,22:25:53,9
temperature_inside,22:25:53,80.274520874
temperature_outside,22:25:53,84.1491470337
temperature_electronics,22:25:53,39.5176277161
velocity,22:25:55,30.1082992554
acceleration,22:25:55,31.6679096222
rpm_scaled,22:25:55,12
temperature_inside,22:25:55,48.664806366
temperature_outside,22:25:55,2.32246565819
temperature_electronics,22:25:55,43.6903686523
velocity,22:25:57,13.9172430038
acceleration,22:25:57,45.2306785583
rpm_scaled,22:25:57,13
temperature_inside,22:25:57,43.8902664185
temperature_outside,22:25:57,16.2264308929
temperature_electronics,22:25:57,53.1016311646
velocity,22:25:59,33.3244056702
acceleration,22:25:59,22.7393226624
rpm_scaled,22:25:59,33
temperature_inside,22:25:59,91.4952011108
temperature_outside,22:25:59,61.0857086182
temperature_electronics,22:25:59,124.243110657
velocity,22:26:01,143.201065063
acceleration,22:26:01,36.1312255859
rpm_scaled,22:26:01,31
temperature_inside,22:26:01,114.666557312
temperature_outside,22:26:01,61.7717514038
temperature_electronics,22:26:01,147.581283569
velocity,22:26:03,28.8365764618
acceleration,22:26:03,-49.4143791199
rpm_scaled,22:26:03,42
temperature_inside,22:26:03,117.61895752
temperature_outside,22:26:03,120.941589355
temperature_electronics,22:26:03,42.9487266541
velocity,22:26:05,35.1018638611
acceleration,22:26:05,-38.4893074036
rpm_scaled,22:26:05,33
temperature_inside,22:26:05,98.0424804688
temperature_outside,22:26:05,59.9545669556
temperature_electronics,22:26:05,34.4066467285
velocity,22:26:07,49.8255653381
acceleration,22:26:07,49.8183250427
rpm_scaled,22:26:07,48
temperature_inside,22:26:07,144.054992676
temperature_outside,22:26:07,70.3938369751
temperature_electronics,22:26:07,140.487121582
velocity,22:26:09,88.6993484497
acceleration,22:26:09,44.0828323364
rpm_scaled,22:26:09,24
temperature_inside,22:26:09,96.5359191895
temperature_outside,22:26:09,65.0728378296
temperature_electronics,22:26:09,46.844833374
velocity,22:26:11,13.8077516556
acceleration,22:26:11,23.6016159058
rpm_scaled,22:26:11,20
temperature_inside,22:26:11,80.9214935303
temperature_outside,22:26:11,78.504737854
temperature_electronics,22:26:11,128.266418457
velocity,22:26:13,51.3398323059
acceleration,22:26:13,37.539691925
rpm_scaled,22:26:13,13
temperature_inside,22:26:13,28.4951057434
temperature_outside,22:26:13,130.375717163
temperature_electronics,22:26:13,8.65890216827
velocity,22:26:15,114.192466736
acceleration,22:26:15,-21.98736763
rpm_scaled,22:26:15,6
temperature_inside,22:26:15,93.91456604
temperature_outside,22:26:15,34.3632240295
temperature_electronics,22:26:15,143.740158081
velocity,22:26:17,3.04271650314
acceleration,22:26:17,-25.9022274017
rpm_scaled,22:26:17,47
temperature_inside,22:26:17,23.0639953613
temperature_outside,22:26:17,63.9986076355
temperature_electronics,22:26:17,115.887802124
velocity,22:26:19,117.496520996
acceleration,22:26:19,14.5044593811
rpm_scaled,22:26:19,17
temperature_inside,22:26:19,51.993598938
temperature_outside,22:26:19,10.5693540573
temperature_electronics,22:26:19,45.5168075562
velocity,22:26:21,124.914428711
acceleration,22:26:21,18.9700260162
rpm_scaled,22:26:21,51
temperature_inside,22:26:21,35.0451622009
temperature_outside,22:26:21,86.4414749146
temperature_electronics,22:26:21,5.5989522934
velocity,22:26:23,52.203212738
acceleration,22:26:23,-4.73576974869
rpm_scaled,22:26:23,11
temperature_inside,22:26:23,102.086395264
temperature_outside,22:26:23,77.2770233154
temperature_electronics,22:26:23,5.38440656662
velocity,22:26:25,13.0230035782
acceleration,22:26:25,45.8460273743
rpm_scaled,22:26:25,14
temperature_inside,22:26:25,85.5109405518
temperature_outside,22:26:25,95.7641830444
temperature_electronics,22:26:25,54.252986908
velocity,22:26:27,53.3830833435
acceleration,22:26:27,-17.6225280762
rpm_scaled,22:26:27,4
temperature_inside,22:26:27,92.895690918
temperature_outside,22:26:27,126.967071533
temperature_electronics,22:26:27,100.310409546
velocity,22:26:29,24.7673530579
acceleration,22:26:29,-14.0574512482
rpm_scaled,22:26:29,6
temperature_inside,22:26:29,28.4304485321
temperature_outside,22:26:29,133.830703735
temperature_electronics,22:26:29,20.5548915863
velocity,22:26:31,9.78714752197
acceleration,22:26:31,34.1613082886
rpm_scaled,22:26:31,25
temperature_inside,22:26:31,149.121444702
temperature_outside,22:26:31,101.140731812
temperature_electronics,22:26:31,114.679779053
velocity,22:26:33,47.0370178223
acceleration,22:26:33,49.9975662231
rpm_scaled,22:26:33,48
temperature_inside,22:26:33,80.2052459717
temperature_outside,22:26:33,24.1562538147
temperature_electronics,22:26:33,22.7763690948
velocity,22:26:35,80.9649200439
acceleration,22:26:35,-2.57089424133
rpm_scaled,22:26:35,15
temperature_inside,22:26:35,12.3320322037
temperature_outside,22:26:35,8.66647529602
temperature_electronics,22:26:35,92.2540512085
velocity,22:26:37,93.3285598755
acceleration,22:26:37,47.8110923767
rpm_scaled,22:26:37,25
temperature_inside,22:26:37,97.5191345215
temperature_outside,22:26:37,141.371734619
temperature_electronics,22:26:37,138.028335571
velocity,22:26:39,108.136245728
acceleration,22:26:39,-2.73043370247
rpm_scaled,22:26:39,30
temperature_inside,22:26:39,58.9246330261
temperature_outside,22:26:39,105.52721405
temperature_electronics,22:26:39,49.2206687927
velocity,22:26:41,109.873313904
acceleration,22:26:41,-10.9328927994
rpm_scaled,22:26:41,49
