sensor,time,value
velocity,19:16:22,122.979141235
acceleration,19:16:22,22.5486927032
rpm_scaled,19:16:22,7
temperature_inside,19:16:22,23.1705989838
temperature_outside,19:16:22,23.0981330872
temperature_electronics,19:16:22,97.8280563354
velocity,19:16:24,17.7125453949
acceleration,19:16:24,-25.674446106
rpm_scaled,19:16:24,19
temperature_inside,19:16:24,69.2149505615
temperature_outside,19:16:24,101.088699341
temperature_electronics,19:16:24,3.91671776772
velocity,19:16:26,22.2588996887
acceleration,19:16:26,29.6201438904
rpm_scaled,19:16:26,5
temperature_inside,19:16:26,39.5196075439
temperature_outside,19:16:26,100.50528717
temperature_electronics,19:16:26,116.721252441
velocity,19:16:28,107.794410706
acceleration,19:16:28,-13.6326818466
rpm_scaled,19:16:28,26
temperature_inside,19:16:28,126.018066406
temperature_outside,19:16:28,117.767860413
temperature_electronics,19:16:28,66.6755371094
velocity,19:16:30,24.6139602661
acceleration,19:16:30,35.1758499146
rpm_scaled,19:16:30,46
temperature_inside,19:16:30,128.019302368
temperature_outside,19:16:30,67.3844223022
temperature_electronics,19:16:30,59.4016151428
velocity,19:16:32,10.451002121
acceleration,19:16:32,-26.9704627991
rpm_scaled,19:16:32,20
temperature_inside,19:16:32,101.349449158
temperature_outside,19:16:32,137.739807129
temperature_electronics,19:16:32,24.1597156525
velocity,19:16:34,33.189868927
acceleration,19:16:34,47.207359314
rpm_scaled,19:16:34,30
temperature_inside,19:16:34,27.1527023315
temperature_outside,19:16:34,84.0689544678
temperature_electronics,19:16:34,71.419380188
velocity,19:16:36,65.922164917
acceleration,19:16:36,32.2015419006
rpm_scaled,19:16:36,55
temperature_inside,19:16:36,33.316368103
temperature_outside,19:16:36,41.4898834229
temperature_electronics,19:16:36,97.0654907227
velocity,19:16:38,44.3043251038
acceleration,19:16:38,-30.2511100769
rpm_scaled,19:16:38,54
temperature_inside,19:16:38,127.448005676
temperature_outside,19:16:38,144.718048096
temperature_electronics,19:16:38,96.6502990723
velocity,19:16:40,15.8645048141
acceleration,19:16:40,-6.9417886734
rpm_scaled,19:16:40,11
temperature_inside,19:16:40,107.805862427
temperature_outside,19:16:40,118.993247986
temperature_electronics,19:16:40,23.7194347382
velocity,19:16:42,41.4692649841
acceleration,19:16:42,37.1470375061
rpm_scaled,19:16:42,46
temperature_inside,19:16:42,91.7458114624
temperature_outside,19:16:42,14.0146989822
temperature_electronics,19:16:42,37.9861488342
velocity,19:16:44,79.5995941162
acceleration,19:16:44,9.53736209869
rpm_scaled,19:16:44,52
temperature_inside,19:16:44,115.987480164
temperature_outside,19:16:44,143.335906982
temperature_electronics,19:16:44,62.178150177
velocity,19:16:46,145.600402832
acceleration,19:16:46,11.1615848541
rpm_scaled,19:16:46,16
temperature_inside,19:16:46,17.7123470306
temperature_outside,19:16:46,67.739982605
temperature_electronics,19:16:46,39.7891693115
velocity,19:16:48,97.4622955322
acceleration,19:16:48,43.4854164124
rpm_scaled,19:16:48,12
temperature_inside,19:16:48,91.0145874023
temperature_outside,19:16:48,143.399627686
temperature_electronics,19:16:48,14.252702713
velocity,19:16:50,80.6737213135
acceleration,19:16:50,-8.00224399567
rpm_scaled,19:16:50,34
temperature_inside,19:16:50,95.3515167236
temperature_outside,19:16:50,100.941551208
temperature_electronics,19:16:50,12.9265232086
velocity,19:16:52,37.8472595215
acceleration,19:16:52,-24.9338245392
rpm_scaled,19:16:52,30
temperature_inside,19:16:52,109.925209045
temperature_outside,19:16:52,120.300033569
temperature_electronics,19:16:52,76.4467926025
velocity,19:16:54,75.3949050903
acceleration,19:16:54,-15.9877548218
rpm_scaled,19:16:54,53
temperature_inside,19:16:54,58.8456344604
temperature_outside,19:16:54,147.042205811
temperature_electronics,19:16:54,27.362739563
velocity,19:16:56,135.863861084
