sensor,time,value
velocity,10:21:41,64.7974395752
acceleration,10:21:41,-7.49829101562
rpm_scaled,10:21:41,25
temperature_inside,10:21:41,27.5761375427
temperature_outside,10:21:41,138.829193115
temperature_electronics,10:21:41,135.149353027
velocity,10:21:43,126.829292297
acceleration,10:21:43,23.6255588531
rpm_scaled,10:21:43,0
temperature_inside,10:21:43,135.358947754
temperature_outside,10:21:43,144.044845581
temperature_electronics,10:21:43,124.226295471
velocity,10:21:45,31.2586231232
acceleration,10:21:45,42.2621650696
rpm_scaled,10:21:45,32
temperature_inside,10:21:45,119.486030579
temperature_outside,10:21:45,15.8717594147
temperature_electronics,10:21:45,19.7349910736
velocity,10:21:47,82.9968414307
acceleration,10:21:47,2.35936498642
rpm_scaled,10:21:47,18
temperature_inside,10:21:47,2.62430739403
temperature_outside,10:21:47,55.4307441711
temperature_electronics,10:21:47,34.7178649902
velocity,10:21:49,94.0000915527
acceleration,10:21:49,-38.972530365
rpm_scaled,10:21:49,43
temperature_inside,10:21:49,117.783355713
temperature_outside,10:21:49,75.748336792
temperature_electronics,10:21:49,64.9811706543
velocity,10:21:51,25.2550697327
acceleration,10:21:51,-44.4768486023
rpm_scaled,10:21:51,16
temperature_inside,10:21:51,128.582626343
temperature_outside,10:21:51,2.78298473358
temperature_electronics,10:21:51,7.32329416275
velocity,10:21:53,29.3064842224
acceleration,10:21:53,-12.1629161835
rpm_scaled,10:21:53,55
temperature_inside,10:21:53,111.811286926
temperature_outside,10:21:53,102.700744629
temperature_electronics,10:21:53,34.6171150208
velocity,10:21:55,19.8123416901
acceleration,10:21:55,-15.4824590683
rpm_scaled,10:21:55,25
temperature_inside,10:21:55,97.7032852173
temperature_outside,10:21:55,60.7306175232
temperature_electronics,10:21:55,120.461524963
velocity,10:21:57,98.1808395386
acceleration,10:21:57,19.1352062225
rpm_scaled,10:21:57,55
temperature_inside,10:21:57,56.8873786926
temperature_outside,10:21:57,70.9443359375
temperature_electronics,10:21:57,101.315895081
velocity,10:21:59,127.623939514
acceleration,10:21:59,-1.20605933666
rpm_scaled,10:21:59,47
temperature_inside,10:21:59,41.2508811951
temperature_outside,10:21:59,43.5040817261
temperature_electronics,10:21:59,141.206298828
velocity,10:22:01,119.361351013
acceleration,10:22:01,-41.3377113342
rpm_scaled,10:22:01,11
temperature_inside,10:22:01,139.474258423
temperature_outside,10:22:01,115.100471497
temperature_electronics,10:22:01,77.0210266113
velocity,10:22:03,56.8269958496
acceleration,10:22:03,-6.83369827271
rpm_scaled,10:22:03,6
temperature_inside,10:22:03,0.676368296146
temperature_outside,10:22:03,15.3919897079
temperature_electronics,10:22:03,79.2980728149
velocity,10:22:05,35.7194061279
acceleration,10:22:05,15.2531785965
rpm_scaled,10:22:05,39
temperature_inside,10:22:05,117.333015442
temperature_outside,10:22:05,83.9137573242
temperature_electronics,10:22:05,84.8099746704
velocity,10:22:07,79.3748092651
acceleration,10:22:07,40.8220329285
rpm_scaled,10:22:07,24
temperature_inside,10:22:07,117.427398682
temperature_outside,10:22:07,123.342987061
temperature_electronics,10:22:07,114.89125824
velocity,10:22:09,78.0386810303
acceleration,10:22:09,-49.0554618835
rpm_scaled,10:22:09,17
temperature_inside,10:22:09,59.4802284241
temperature_outside,10:22:09,105.168312073
temperature_electronics,10:22:09,124.46787262
velocity,10:22:11,25.5990505219
acceleration,10:22:11,21.989692688
rpm_scaled,10:22:11,23
temperature_inside,10:22:11,25.578163147
temperature_outside,10:22:11,12.7664642334
temperature_electronics,10:22:11,145.120574951
velocity,10:22:13,116.90221405
acceleration,10:22:13,-45.6585769653
rpm_scaled,10:22:13,4
temperature_inside,10:22:13,13.3214073181
temperature_outside,10:22:13,90.1627044678
temperature_electronics,10:22:13,82.4718322754
velocity,10:22:15,74.1021499634
acceleration,10:22:15,26.1352863312
rpm_scaled,10:22:15,6
temperature_inside,10:22:15,2.81520819664
temperature_outside,10:22:15,107.535736084
temperature_electronics,10:22:15,137.759414673
velocity,10:22:17,39.8979034424
acceleration,10:22:17,-0.0367552377284
rpm_scaled,10:22:17,54
temperature_inside,10:22:17,24.0213699341
temperature_outside,10:22:17,83.6617126465
temperature_electronics,10:22:17,77.8429946899
velocity,10:22:19,9.17440319061
acceleration,10:22:19,-28.748916626
rpm_scaled,10:22:19,50
temperature_inside,10:22:19,52.3020095825
