sensor,time,value
velocity,09:56:43,59.1776885986
acceleration,09:56:43,7.0702881813
rpm_scaled,09:56:43,2
temperature_inside,09:56:43,24.4868793488
temperature_outside,09:56:43,71.5967407227
temperature_electronics,09:56:43,26.2941188812
velocity,09:56:45,127.583145142
acceleration,09:56:45,-26.4151802063
rpm_scaled,09:56:45,12
temperature_inside,09:56:45,12.5292034149
temperature_outside,09:56:45,1.30690574646
temperature_electronics,09:56:45,41.5937652588
velocity,09:56:47,32.9200439453
acceleration,09:56:47,-38.7401504517
rpm_scaled,09:56:47,55
temperature_inside,09:56:47,76.8454437256
temperature_outside,09:56:47,100.248901367
temperature_electronics,09:56:47,6.41244077682
velocity,09:56:49,38.50340271
acceleration,09:56:49,22.0166549683
rpm_scaled,09:56:49,53
temperature_inside,09:56:49,87.9027481079
temperature_outside,09:56:49,87.5223922729
temperature_electronics,09:56:49,109.848510742
velocity,09:56:51,24.7041854858
acceleration,09:56:51,48.0568351746
rpm_scaled,09:56:51,16
temperature_inside,09:56:51,143.915847778
temperature_outside,09:56:51,122.649337769
temperature_electronics,09:56:51,79.6986083984
velocity,09:56:53,7.0220541954
acceleration,09:56:53,42.9209403992
rpm_scaled,09:56:53,6
temperature_inside,09:56:53,71.6793441772
temperature_outside,09:56:53,21.8866481781
temperature_electronics,09:56:53,95.6836547852
velocity,09:56:55,71.0152435303
acceleration,09:56:55,-24.0329399109
rpm_scaled,09:56:55,1
temperature_inside,09:56:55,75.8707122803
temperature_outside,09:56:55,13.605424881
temperature_electronics,09:56:55,89.6859359741
velocity,09:56:57,134.196975708
acceleration,09:56:57,-46.4847793579
rpm_scaled,09:56:57,47
temperature_inside,09:56:57,33.9033203125
temperature_outside,09:56:57,103.147529602
temperature_electronics,09:56:57,132.773498535
velocity,09:56:59,146.951065063
acceleration,09:56:59,48.5191841125
rpm_scaled,09:56:59,9
temperature_inside,09:56:59,25.1435928345
temperature_outside,09:56:59,12.3429880142
temperature_electronics,09:56:59,46.7050704956
velocity,09:57:01,48.9759674072
acceleration,09:57:01,15.1065340042
rpm_scaled,09:57:01,24
temperature_inside,09:57:01,128.19833374
temperature_outside,09:57:01,127.551803589
temperature_electronics,09:57:01,148.670318604
velocity,09:57:03,99.1542892456
acceleration,09:57:03,-41.2615089417
rpm_scaled,09:57:03,35
temperature_inside,09:57:03,78.7496948242
temperature_outside,09:57:03,147.477279663
temperature_electronics,09:57:03,138.574920654
velocity,09:57:05,60.0884552002
acceleration,09:57:05,-6.47548723221
rpm_scaled,09:57:05,7
temperature_inside,09:57:05,37.0646476746
temperature_outside,09:57:05,139.580123901
temperature_electronics,09:57:05,122.957527161
velocity,09:57:07,117.508132935
acceleration,09:57:07,41.9323806763
rpm_scaled,09:57:07,41
temperature_inside,09:57:07,83.1463928223
temperature_outside,09:57:07,71.6584472656
temperature_electronics,09:57:07,140.32649231
velocity,09:57:09,29.1187553406
acceleration,09:57:09,45.4253540039
rpm_scaled,09:57:09,2
temperature_inside,09:57:09,122.789260864
temperature_outside,09:57:09,11.5272951126
temperature_electronics,09:57:09,138.11807251
velocity,09:57:11,35.0411109924
acceleration,09:57:11,-33.4547042847
rpm_scaled,09:57:11,41
temperature_inside,09:57:11,146.156539917
temperature_outside,09:57:11,9.14878463745
temperature_electronics,09:57:11,100.944297791
velocity,09:57:13,2.33505415916
acceleration,09:57:13,19.6012954712
rpm_scaled,09:57:13,15
temperature_inside,09:57:13,141.300491333
temperature_outside,09:57:13,24.5529212952
temperature_electronics,09:57:13,52.0796318054
velocity,09:57:15,114.035697937
acceleration,09:57:15,-8.00888442993
rpm_scaled,09:57:15,38
temperature_inside,09:57:15,113.218505859
temperature_outside,09:57:15,71.2005996704
temperature_electronics,09:57:15,78.9088287354
velocity,09:57:17,121.471389771
acceleration,09:57:17,-39.5447654724
rpm_scaled,09:57:17,49
temperature_inside,09:57:17,79.056060791
temperature_outside,09:57:17,59.1093864441
temperature_electronics,09:57:17,4.01531505585
velocity,09:57:19,125.038314819
acceleration,09:57:19,48.8521194458
