sensor,time,value
velocity,19:17:14,55.1655082703
acceleration,19:17:14,-48.4256286621
rpm_scaled,19:17:14,49
temperature_inside,19:17:14,143.173233032
temperature_outside,19:17:14,38.4280586243
temperature_electronics,19:17:14,19.2829113007
velocity,19:17:16,96.6235198975
acceleration,19:17:16,48.7820396423
rpm_scaled,19:17:16,50
temperature_inside,19:17:16,70.4858016968
temperature_outside,19:17:16,64.2845001221
temperature_electronics,19:17:16,128.51361084
velocity,19:17:18,35.7808456421
acceleration,19:17:18,7.94448900223
rpm_scaled,19:17:18,43
temperature_inside,19:17:18,140.214385986
temperature_outside,19:17:18,12.3334436417
temperature_electronics,19:17:18,4.13559532166
velocity,19:17:20,91.6437301636
acceleration,19:17:20,13.5936145782
rpm_scaled,19:17:20,42
temperature_inside,19:17:20,7.23475599289
temperature_outside,19:17:20,123.133262634
temperature_electronics,19:17:20,106.104972839
velocity,19:17:22,34.1657943726
acceleration,19:17:22,13.0304784775
rpm_scaled,19:17:22,53
temperature_inside,19:17:22,33.9128456116
temperature_outside,19:17:22,38.4653053284
temperature_electronics,19:17:22,133.132019043
velocity,19:17:24,78.412147522
acceleration,19:17:24,-46.9307479858
rpm_scaled,19:17:24,31
temperature_inside,19:17:24,149.448883057
temperature_outside,19:17:24,115.907730103
temperature_electronics,19:17:24,104.011810303
velocity,19:17:26,71.9740142822
acceleration,19:17:26,-14.9480600357
rpm_scaled,19:17:26,49
temperature_inside,19:17:26,5.49067115784
temperature_outside,19:17:26,146.565032959
temperature_electronics,19:17:26,104.982337952
velocity,19:17:28,97.3056945801
acceleration,19:17:28,26.2337036133
rpm_scaled,19:17:28,45
temperature_inside,19:17:28,1.87242817879
temperature_outside,19:17:28,91.8534240723
temperature_electronics,19:17:28,25.3110694885
velocity,19:17:30,98.0144042969
acceleration,19:17:30,-28.2930850983
rpm_scaled,19:17:30,41
temperature_inside,19:17:30,133.581069946
temperature_outside,19:17:30,122.523849487
temperature_electronics,19:17:30,106.584892273
velocity,19:17:32,133.761825562
acceleration,19:17:32,10.5780267715
rpm_scaled,19:17:32,7
temperature_inside,19:17:32,117.54675293
temperature_outside,19:17:32,25.1866188049
temperature_electronics,19:17:32,82.8562316895
velocity,19:17:34,84.7812194824
acceleration,19:17:34,-18.3232860565
rpm_scaled,19:17:34,13
temperature_inside,19:17:34,50.3624572754
temperature_outside,19:17:34,107.437561035
temperature_electronics,19:17:34,116.997421265
velocity,19:17:36,17.1392421722
acceleration,19:17:36,31.6144008636
rpm_scaled,19:17:36,38
temperature_inside,19:17:36,75.8620758057
temperature_outside,19:17:36,88.9819335938
temperature_electronics,19:17:36,120.043312073
velocity,19:17:38,51.7545814514
acceleration,19:17:38,2.15531873703
rpm_scaled,19:17:38,25
temperature_inside,19:17:38,85.576751709
temperature_outside,19:17:38,69.7351379395
temperature_electronics,19:17:38,96.1413726807
velocity,19:17:40,94.5380401611
acceleration,19:17:40,5.98206853867
rpm_scaled,19:17:40,53
temperature_inside,19:17:40,73.2999038696
temperature_outside,19:17:40,132.79258728
temperature_electronics,19:17:40,99.1159973145
velocity,19:17:42,105.435447693
acceleration,19:17:42,15.9812145233
rpm_scaled,19:17:42,55
temperature_inside,19:17:42,10.6257734299
temperature_outside,19:17:42,104.799926758
temperature_electronics,19:17:42,127.464500427
velocity,19:17:44,122.861473083
acceleration,19:17:44,-25.563451767
rpm_scaled,19:17:44,7
temperature_inside,19:17:44,15.9893445969
temperature_outside,19:17:44,138.930557251
temperature_electronics,19:17:44,18.8913040161
velocity,19:17:46,94.7389373779
acceleration,19:17:46,-8.96767139435
rpm_scaled,19:17:46,52
temperature_inside,19:17:46,131.480773926
temperature_outside,19:17:46,14.7600679398
temperature_electronics,19:17:46,86.3466720581
velocity,19:17:48,53.5622901917
acceleration,19:17:48,46.8525733948
rpm_scaled,19:17:48,4
temperature_inside,19:17:48,53.8274612427
temperature_outside,19:17:48,48.1949996948
temperature_electronics,19:17:48,102.477470398
velocity,19:17:50,55.9497909546
acceleration,19:17:50,45.6016235352
rpm_scaled,19:17:50,3
temperature_inside,19:17:50,21.919549942
temperature_outside,19:17:50,148.909042358
temperature_electronics,19:17:50,118.020431519
velocity,19:17:52,90.9187316895
acceleration,19:17:52,6.26518106461
rpm_scaled,19:17:52,45
temperature_inside,19:17:52,58.3546142578
temperature_outside,19:17:52,130.750579834
temperature_electronics,19:17:52,142.582489014
