sensor,time,value
velocity,10:21:31,87.1574172974
acceleration,10:21:31,35.7145233154
rpm_scaled,10:21:31,30
temperature_inside,10:21:31,115.168533325
temperature_outside,10:21:31,27.1245822906
temperature_electronics,10:21:31,81.5722961426
velocity,10:21:33,26.3284091949
acceleration,10:21:33,-44.7679901123
rpm_scaled,10:21:33,4
temperature_inside,10:21:33,129.556793213
temperature_outside,10:21:33,45.2769355774
temperature_electronics,10:21:33,28.615114212
velocity,10:21:35,93.7690353394
acceleration,10:21:35,-43.2402572632
rpm_scaled,10:21:35,45
temperature_inside,10:21:35,49.7521514893
temperature_outside,10:21:35,110.805435181
temperature_electronics,10:21:35,61.9020385742
velocity,10:21:37,147.917266846
acceleration,10:21:37,45.7393074036
rpm_scaled,10:21:37,18
temperature_inside,10:21:37,76.8796386719
temperature_outside,10:21:37,55.8789672852
temperature_electronics,10:21:37,69.7271347046
