sensor,time,value
velocity,18:53:48,42.218963623
acceleration,18:53:48,-47.2520256042
rpm_scaled,18:53:48,42
temperature_inside,18:53:48,13.8617668152
temperature_outside,18:53:48,47.0253219604
temperature_electronics,18:53:48,59.6551628113
velocity,18:53:50,4.85844993591
acceleration,18:53:50,-45.7822570801
rpm_scaled,18:53:50,22
temperature_inside,18:53:50,7.5200920105
temperature_outside,18:53:50,112.743331909
temperature_electronics,18:53:50,132.00151062
velocity,18:53:52,138.46395874
acceleration,18:53:52,-24.3935222626
rpm_scaled,18:53:52,47
temperature_inside,18:53:52,14.9631252289
temperature_outside,18:53:52,53.5253334045
temperature_electronics,18:53:52,82.9530715942
velocity,18:53:54,80.7320175171
acceleration,18:53:54,25.3947639465
rpm_scaled,18:53:54,45
temperature_inside,18:53:54,20.3675003052
temperature_outside,18:53:54,33.4886512756
temperature_electronics,18:53:54,62.9502944946
velocity,18:53:56,84.2876205444
acceleration,18:53:56,-21.4694900513
rpm_scaled,18:53:56,27
temperature_inside,18:53:56,74.0975875854
temperature_outside,18:53:56,9.01072406769
temperature_electronics,18:53:56,39.3023262024
velocity,18:53:58,2.8755774498
acceleration,18:53:58,24.0677623749
rpm_scaled,18:53:58,6
temperature_inside,18:53:58,3.90193462372
temperature_outside,18:53:58,40.3733253479
temperature_electronics,18:53:58,17.1918449402
velocity,18:54:00,94.370300293
acceleration,18:54:00,-26.065738678
rpm_scaled,18:54:00,47
temperature_inside,18:54:00,61.6409301758
temperature_outside,18:54:00,39.7298774719
temperature_electronics,18:54:00,105.219551086
velocity,18:54:02,68.8910369873
acceleration,18:54:02,9.25409317017
rpm_scaled,18:54:02,23
temperature_inside,18:54:02,31.6416568756
temperature_outside,18:54:02,11.8232526779
temperature_electronics,18:54:02,10.9145812988
velocity,18:54:04,49.5426177979
acceleration,18:54:04,-38.732624054
rpm_scaled,18:54:04,2
temperature_inside,18:54:04,72.368888855
temperature_outside,18:54:04,62.2024269104
temperature_electronics,18:54:04,60.0253677368
velocity,18:54:06,75.5952301025
acceleration,18:54:06,3.25826621056
rpm_scaled,18:54:06,35
temperature_inside,18:54:06,74.0386276245
temperature_outside,18:54:06,122.652893066
temperature_electronics,18:54:06,146.36138916
velocity,18:54:08,147.966796875
acceleration,18:54:08,13.6564950943
rpm_scaled,18:54:08,35
