sensor,time,value
velocity,09:52:21,142.847351074
acceleration,09:52:21,11.5503616333
rpm_scaled,09:52:21,7
temperature_inside,09:52:21,12.2642755508
temperature_outside,09:52:21,55.9564857483
temperature_electronics,09:52:21,100.342781067
velocity,09:52:23,111.761962891
acceleration,09:52:23,-29.6679401398
rpm_scaled,09:52:23,7
temperature_inside,09:52:23,99.3772506714
temperature_outside,09:52:23,121.395195007
temperature_electronics,09:52:23,146.828018188
velocity,09:52:25,26.672460556
acceleration,09:52:25,-4.31443881989
rpm_scaled,09:52:25,56
temperature_inside,09:52:25,119.557807922
temperature_outside,09:52:25,99.8589096069
temperature_electronics,09:52:25,97.9058380127
velocity,09:52:27,140.84588623
acceleration,09:52:27,2.10341119766
rpm_scaled,09:52:27,5
temperature_inside,09:52:27,38.7561607361
temperature_outside,09:52:27,12.8801994324
temperature_electronics,09:52:27,115.89654541
velocity,09:52:29,32.7907295227
acceleration,09:52:29,-37.5836372375
rpm_scaled,09:52:29,25
temperature_inside,09:52:29,72.6654205322
temperature_outside,09:52:29,46.0109672546
temperature_electronics,09:52:29,5.76025390625
velocity,09:52:31,136.941925049
acceleration,09:52:31,44.8360862732
rpm_scaled,09:52:31,49
temperature_inside,09:52:31,72.436378479
temperature_outside,09:52:31,66.2855300903
temperature_electronics,09:52:31,13.4811019897
velocity,09:52:33,131.014434814
acceleration,09:52:33,12.8752069473
rpm_scaled,09:52:33,45
temperature_inside,09:52:33,130.487976074
temperature_outside,09:52:33,82.9338531494
temperature_electronics,09:52:33,128.576705933
velocity,09:52:35,16.2465991974
acceleration,09:52:35,-18.5718917847
rpm_scaled,09:52:35,6
temperature_inside,09:52:35,73.8048553467
temperature_outside,09:52:35,62.8522415161
temperature_electronics,09:52:35,5.22830820084
velocity,09:52:37,15.8983469009
acceleration,09:52:37,-26.8753490448
rpm_scaled,09:52:37,8
temperature_inside,09:52:37,80.1777648926
temperature_outside,09:52:37,71.9929733276
temperature_electronics,09:52:37,93.181388855
velocity,09:52:39,74.3792572021
acceleration,09:52:39,19.675951004
rpm_scaled,09:52:39,12
temperature_inside,09:52:39,121.85294342
temperature_outside,09:52:39,90.1200408936
temperature_electronics,09:52:39,57.1970329285
velocity,09:52:41,90.057800293
acceleration,09:52:41,-38.7944488525
rpm_scaled,09:52:41,49
temperature_inside,09:52:41,100.339073181
temperature_outside,09:52:41,98.634262085
temperature_electronics,09:52:41,5.3576464653
velocity,09:52:43,96.3643417358
acceleration,09:52:43,34.0828018188
rpm_scaled,09:52:43,44
temperature_inside,09:52:43,111.989204407
temperature_outside,09:52:43,119.584152222
temperature_electronics,09:52:43,93.7335662842
velocity,09:52:45,0.1814045012
acceleration,09:52:45,-31.644985199
rpm_scaled,09:52:45,35
temperature_inside,09:52:45,133.496673584
temperature_outside,09:52:45,72.1126708984
temperature_electronics,09:52:45,4.92238664627
velocity,09:52:47,129.31477356
acceleration,09:52:47,21.8545131683
rpm_scaled,09:52:47,32
temperature_inside,09:52:47,35.1121177673
temperature_outside,09:52:47,17.1303482056
temperature_electronics,09:52:47,57.3480796814
velocity,09:52:49,80.4384002686
acceleration,09:52:49,-12.3387584686
rpm_scaled,09:52:49,49
temperature_inside,09:52:49,113.906265259
temperature_outside,09:52:49,19.462972641
temperature_electronics,09:52:49,130.813171387
velocity,09:52:51,90.7240219116
acceleration,09:52:51,-38.0516357422
rpm_scaled,09:52:51,55
temperature_inside,09:52:51,45.9966468811
temperature_outside,09:52:51,110.546592712
temperature_electronics,09:52:51,118.400787354
velocity,09:52:53,89.577545166
acceleration,09:52:53,-9.76646709442
rpm_scaled,09:52:53,17
temperature_inside,09:52:53,76.476020813
temperature_outside,09:52:53,36.0985183716
temperature_electronics,09:52:53,140.819091797
velocity,09:52:55,72.9275970459
acceleration,09:52:55,4.19859170914
rpm_scaled,09:52:55,24
temperature_inside,09:52:55,134.658279419
temperature_outside,09:52:55,77.5867004395
temperature_electronics,09:52:55,54.5809211731
velocity,09:52:57,49.8027420044
acceleration,09:52:57,-21.9130630493
rpm_scaled,09:52:57,44
temperature_inside,09:52:57,2.70631861687
temperature_outside,09:52:57,71.5397338867
temperature_electronics,09:52:57,94.8875427246
velocity,09:52:59,39.7807121277
acceleration,09:52:59,-19.8278427124
rpm_scaled,09:52:59,54
temperature_inside,09:52:59,68.7009963989
temperature_outside,09:52:59,112.484825134
temperature_electronics,09:52:59,126.617019653
velocity,09:53:01,48.5082855225
acceleration,09:53:01,37.0574874878
rpm_scaled,09:53:01,12
temperature_inside,09:53:01,41.3228721619
temperature_outside,09:53:01,41.5416908264
temperature_electronics,09:53:01,36.2040901184
velocity,09:53:03,30.707365036
acceleration,09:53:03,-22.172700882
rpm_scaled,09:53:03,2
temperature_inside,09:53:03,63.9328346252
temperature_outside,09:53:03,98.4355773926
temperature_electronics,09:53:03,7.99671888351
velocity,09:53:05,23.6858081818
acceleration,09:53:05,-35.646282196
rpm_scaled,09:53:05,51
temperature_inside,09:53:05,37.23229599
temperature_outside,09:53:05,50.6993141174
temperature_electronics,09:53:05,142.299102783
velocity,09:53:07,76.9823226929
acceleration,09:53:07,-41.7178382874
rpm_scaled,09:53:07,33
temperature_inside,09:53:07,68.259437561
temperature_outside,09:53:07,7.86592102051
temperature_electronics,09:53:07,6.65393686295
velocity,09:53:09,137.698013306
acceleration,09:53:09,-39.9453964233
rpm_scaled,09:53:09,26
temperature_inside,09:53:09,12.9734344482
temperature_outside,09:53:09,121.133071899
temperature_electronics,09:53:09,37.9691886902
velocity,09:53:11,134.955734253
acceleration,09:53:11,36.986530304
rpm_scaled,09:53:11,1
temperature_inside,09:53:11,139.352523804
temperature_outside,09:53:11,93.6731796265
temperature_electronics,09:53:11,34.5922241211
velocity,09:53:13,149.231063843
acceleration,09:53:13,-31.4197444916
rpm_scaled,09:53:13,44
temperature_inside,09:53:13,84.9311523438
temperature_outside,09:53:13,59.8300018311
temperature_electronics,09:53:13,43.6100845337
velocity,09:53:15,51.7276802063
acceleration,09:53:15,18.158536911
rpm_scaled,09:53:15,45
temperature_inside,09:53:15,51.7356796265
temperature_outside,09:53:15,114.402259827
temperature_electronics,09:53:15,81.8083267212
velocity,09:53:17,83.6177368164
acceleration,09:53:17,45.4999542236
rpm_scaled,09:53:17,7
temperature_inside,09:53:17,72.5296096802
temperature_outside,09:53:17,68.220413208
temperature_electronics,09:53:17,9.4187374115
velocity,09:53:19,55.0711288452
acceleration,09:53:19,11.8383321762
rpm_scaled,09:53:19,28
temperature_inside,09:53:19,106.236579895
temperature_outside,09:53:19,90.4471130371
temperature_electronics,09:53:19,100.547958374
velocity,09:53:21,52.4886741638
acceleration,09:53:21,-1.4353249073
rpm_scaled,09:53:21,42
temperature_inside,09:53:21,137.469497681
temperature_outside,09:53:21,98.6542663574
temperature_electronics,09:53:21,42.1295852661
velocity,09:53:23,113.239692688
acceleration,09:53:23,9.92565631866
rpm_scaled,09:53:23,55
temperature_inside,09:53:23,104.370697021
temperature_outside,09:53:23,131.240890503
temperature_electronics,09:53:23,13.5305509567
velocity,09:53:25,50.8099975586
acceleration,09:53:25,-18.56782341
rpm_scaled,09:53:25,51
temperature_inside,09:53:25,73.3215255737
temperature_outside,09:53:25,65.7269821167
temperature_electronics,09:53:25,113.517539978
velocity,09:53:27,135.630935669
acceleration,09:53:27,0.796702861786
rpm_scaled,09:53:27,4
temperature_inside,09:53:27,48.2357749939
temperature_outside,09:53:27,17.3458404541
temperature_electronics,09:53:27,50.6054458618
velocity,09:53:29,22.2650737762
acceleration,09:53:29,25.3766841888
rpm_scaled,09:53:29,43
temperature_inside,09:53:29,0.179700285196
temperature_outside,09:53:29,8.92213630676
temperature_electronics,09:53:29,135.891036987
velocity,09:53:31,29.2469043732
acceleration,09:53:31,47.7995491028
rpm_scaled,09:53:31,14
temperature_inside,09:53:31,128.128311157
temperature_outside,09:53:31,82.324760437
