sensor,time,value
velocity,09:59:20,27.7726249695
acceleration,09:59:20,-44.42603302
rpm_scaled,09:59:20,42
temperature_inside,09:59:20,12.6214790344
temperature_outside,09:59:20,85.5111236572
temperature_electronics,09:59:20,103.459960938
velocity,09:59:22,89.692199707
acceleration,09:59:22,47.7357826233
rpm_scaled,09:59:22,25
temperature_inside,09:59:22,97.4398345947
temperature_outside,09:59:22,31.9861564636
temperature_electronics,09:59:22,0.255950033665
velocity,09:59:24,53.5658073425
acceleration,09:59:24,-22.4936351776
rpm_scaled,09:59:24,42
temperature_inside,09:59:24,127.954521179
temperature_outside,09:59:24,112.021903992
temperature_electronics,09:59:24,14.146771431
velocity,09:59:26,77.4867935181
acceleration,09:59:26,-47.3049278259
rpm_scaled,09:59:26,2
temperature_inside,09:59:26,94.5037994385
temperature_outside,09:59:26,36.4102973938
temperature_electronics,09:59:26,87.3673553467
velocity,09:59:28,62.0066146851
acceleration,09:59:28,49.22838974
rpm_scaled,09:59:28,26
temperature_inside,09:59:28,104.668037415
temperature_outside,09:59:28,36.1734619141
temperature_electronics,09:59:28,106.997703552
velocity,09:59:30,118.173973083
acceleration,09:59:30,32.9569549561
rpm_scaled,09:59:30,53
temperature_inside,09:59:30,71.4684677124
temperature_outside,09:59:30,46.3673400879
temperature_electronics,09:59:30,81.7141265869
velocity,09:59:32,42.6321372986
acceleration,09:59:32,5.68496751785
rpm_scaled,09:59:32,15
temperature_inside,09:59:32,103.620536804
temperature_outside,09:59:32,113.234100342
temperature_electronics,09:59:32,40.0315856934
velocity,09:59:34,27.2744483948
acceleration,09:59:34,18.9822177887
rpm_scaled,09:59:34,32
temperature_inside,09:59:34,92.1700210571
temperature_outside,09:59:34,21.0852222443
temperature_electronics,09:59:34,120.88458252
velocity,09:59:36,82.872833252
acceleration,09:59:36,-25.5343227386
rpm_scaled,09:59:36,6
temperature_inside,09:59:36,140.831771851
temperature_outside,09:59:36,58.0062522888
temperature_electronics,09:59:36,75.5982589722
velocity,09:59:38,126.364562988
acceleration,09:59:38,0.878775298595
rpm_scaled,09:59:38,22
temperature_inside,09:59:38,62.0578575134
temperature_outside,09:59:38,85.8976898193
temperature_electronics,09:59:38,42.8527412415
velocity,09:59:40,117.823860168
acceleration,09:59:40,-28.6661376953
rpm_scaled,09:59:40,6
temperature_inside,09:59:40,13.0488872528
temperature_outside,09:59:40,67.8186645508
temperature_electronics,09:59:40,74.6969604492
velocity,09:59:42,86.9103775024
acceleration,09:59:42,2.06223011017
rpm_scaled,09:59:42,27
temperature_inside,09:59:42,68.1608581543
temperature_outside,09:59:42,87.7471466064
temperature_electronics,09:59:42,81.0672225952
velocity,09:59:44,144.851333618
acceleration,09:59:44,-41.8722419739
rpm_scaled,09:59:44,41
temperature_inside,09:59:44,16.3834247589
temperature_outside,09:59:44,136.329101562
temperature_electronics,09:59:44,142.76473999
velocity,09:59:46,135.664672852
acceleration,09:59:46,1.05617678165
rpm_scaled,09:59:46,15
temperature_inside,09:59:46,136.882751465
temperature_outside,09:59:46,18.1267356873
temperature_electronics,09:59:46,124.410964966
velocity,09:59:48,95.0574035645
acceleration,09:59:48,-43.4593925476
rpm_scaled,09:59:48,31
temperature_inside,09:59:48,116.954185486
temperature_outside,09:59:48,72.6060409546
temperature_electronics,09:59:48,14.7018566132
